openalex_id,doi,title,year,venue,track,source,fetch_ts_utc,source_url,sha256,n_chars
W3083643364,10.1098/rstb.2019.0510,Impact of extreme weather conditions on European crop production in 2018,2020,Philosophical Transactions of the Royal Society B Biological Sciences,fulltext,europepmc,2026-07-02T20:59:20Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7485097/fullTextXML,92e6c4187ad9340c81ad295fb4d441de180464844d19b3d4c2d5b534d3cb42e6,62133
W4289224932,10.1038/s41467-022-31940-x,Global analysis and prediction of fluoride in groundwater,2022,Nature Communications,fulltext,europepmc,2026-07-02T20:59:21Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9343638/fullTextXML,a72097d5457691a1f470dbdbec2c7f799df232b675431efeee315ff3a740aeef,53970
W4226057452,10.1016/j.cell.2021.12.023,Transition to invasive breast cancer is associated with progressive changes in the structure and composition of tumor stroma,2022,Cell,abstract_only,openalex,2026-07-02T20:59:22Z,https://openalex.org/W4226057452,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W2951682736,10.1038/s41467-017-02659-x,Single-cell RNA-seq of rheumatoid arthritis synovial tissue using low-cost microfluidic instrumentation,2018,Nature Communications,fulltext,europepmc,2026-07-02T20:59:23Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5824814/fullTextXML,fd6315f28b77b5a4309b20efe0972d2b7598bf190d21b51abadd76999be18c18,58682
W3027312415,10.3390/rs12101687,Random Forest Spatial Interpolation,2020,Remote Sensing,abstract_only,openalex,2026-07-02T20:59:23Z,https://openalex.org/W3027312415,1795c3cd1097ff880a79dbbaecfbef3bc3218769b4f0685e5c276e1146868b4d,2174
W2950419939,10.1016/j.ssci.2019.05.046,Slope stability prediction for circular mode failure using gradient boosting machine approach based on an updated database of case histories,2019,Safety Science,abstract_only,openalex,2026-07-02T20:59:23Z,https://openalex.org/W2950419939,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W3158092856,10.1111/ddi.13271,Analytical guidelines to increase the value of community science data: An example using eBird data to estimate species distributions,2021,Diversity and Distributions,abstract_only,openalex,2026-07-02T20:59:23Z,https://openalex.org/W3158092856,7614f2f0d048952b4ba6391f306c4c3be0180390af3e28f703aa7227069927f4,1985
W3043210715,10.1073/pnas.1920484117,Predicting personality from patterns of behavior collected with smartphones,2020,Proceedings of the National Academy of Sciences,fulltext,europepmc,2026-07-02T20:59:24Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7395458/fullTextXML,5baff01b5af5e19a89f2e8ad7018dcc67b3869a5f51a6f72b83700f3c98f6dec,59600
W4385872471,10.1038/s41586-023-06344-6,Global methane emissions from rivers and streams,2023,Nature,fulltext,europepmc,2026-07-02T20:59:24Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10511311/fullTextXML,faa9e7d3ebbb67737c4104c2967479ec96a9d83f79e4ab019d74874370ae74fd,65992
W2741922227,10.1007/s10705-017-9870-x,Soil nutrient maps of Sub-Saharan Africa: assessment of soil nutrient content at 250 m spatial resolution using machine learning,2017,Nutrient Cycling in Agroecosystems,fulltext,europepmc,2026-07-02T20:59:25Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7745107/fullTextXML,76148a8c5355dcb8aa733eb948d2b8660b6e9646912afb25626bff14af6f82ac,79044
W3129684446,10.1111/ddi.13252,Assessing the reliability of species distribution projections in climate change research,2021,Diversity and Distributions,abstract_only,openalex,2026-07-02T20:59:25Z,https://openalex.org/W3129684446,43f3c742d6790b5cc5664d756a015efef043300494b72d1e911231bd9d71e559,2121
W4205559708,10.1038/s41467-021-27729-z,Zero-preserving imputation of single-cell RNA-seq data,2022,Nature Communications,fulltext,europepmc,2026-07-02T20:59:26Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8752663/fullTextXML,6aa634ddfc04a13dc8553672e7a6c3d8fcc3d92e46e87e2495180762a4300940,75946
W3014109009,10.1016/j.dss.2020.113290,Employees recruitment: A prescriptive analytics approach via machine learning and mathematical programming,2020,Decision Support Systems,fulltext,europepmc,2026-07-02T20:59:27Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7252110/fullTextXML,1dc54bf0751f303627984abd1c0b831b3e0884b9671a0563e15b06c12a70e350,105401
W3210293957,10.1111/ecog.05615,Modelling species presence‐only data with random forests,2021,Ecography,abstract_only,openalex,2026-07-02T20:59:27Z,https://openalex.org/W3210293957,f87a33e20f9e606d047d44e931b7d3ed7b0d35ab46d87f1e20f8d7009a33b0d8,1892
W3111077008,10.1038/s41598-021-85639-y,African soil properties and nutrients mapped at 30 m spatial resolution using two-scale ensemble machine learning,2021,Scientific Reports,fulltext,europepmc,2026-07-02T20:59:27Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7969779/fullTextXML,5507deb9ff99122ca8988fdb741c4ce686f0b331daf6c50da092074b80bc3a42,65070
W2782582361,10.2136/sssaj2017.04.0122,Soil Property and Class Maps of the Conterminous United States at 100‐Meter Spatial Resolution,2018,Soil Science Society of America Journal,abstract_only,openalex,2026-07-02T20:59:27Z,https://openalex.org/W2782582361,a4673524f2d8b13e343bb8175b22f235fce9b5df5a0bb954a5b03d24651f97e0,2389
W3004141588,10.1126/scitranslmed.aax4144,Mapping global variation in dengue transmission intensity,2020,Science Translational Medicine,abstract_only,openalex,2026-07-02T20:59:27Z,https://openalex.org/W3004141588,0d9cd8d0eb7ed85ed2fa345dd432caf1c0a732fabd4ac9a5e5df0aa4026e0d0e,509
W2890915123,10.1002/ecs2.2430,"Innovation in rangeland monitoring: annual, 30 m, plant functional type percent cover maps for U.S. rangelands, 1984–2017",2018,Ecosphere,abstract_only,openalex,2026-07-02T20:59:28Z,https://openalex.org/W2890915123,c895a4cdce5ef97b3328ff46f4c7fbf8fdb226b784e08f11fed6cfd9ab17732d,1208
W2896991425,10.1016/j.wocn.2018.09.004,Strategies for addressing collinearity in multivariate linguistic data,2018,Journal of Phonetics,abstract_only,openalex,2026-07-02T20:59:28Z,https://openalex.org/W2896991425,2ec1a1902349353bc4b137c04a969f979f4a859c49a25b3bd3de1d57348518b4,721
W2794301983,10.1016/j.chembiol.2018.01.015,Repurposing High-Throughput Image Assays Enables Biological Activity Prediction for Drug Discovery,2018,Cell chemical biology,abstract_only,openalex,2026-07-02T20:59:29Z,https://openalex.org/W2794301983,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W3157264684,10.1126/science.abh2939,Household COVID-19 risk and in-person schooling,2021,Science,fulltext,europepmc,2026-07-02T20:59:30Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8168618/fullTextXML,b3587477cc6377020c83408d5bb17a3269b3a60e436e9c1d189ff521de4214d4,35982
W2790202404,10.1021/acs.est.7b05381,Predicting Daily Urban Fine Particulate Matter Concentrations Using a Random Forest Model,2018,Environmental Science & Technology,abstract_only,openalex,2026-07-02T20:59:30Z,https://openalex.org/W2790202404,db0e00b706a3a656a1509939527f75891929a75f6581a6616a4889ab6fea2751,1203
W2787039411,10.1136/gutjnl-2017-315485,Immune activation underlies a sustained clinical response to Yttrium-90 radioembolisation in hepatocellular carcinoma,2018,Gut,fulltext,europepmc,2026-07-02T20:59:31Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6352403/fullTextXML,b0b624c8d42603fb20749b2917802596df2cce396a727ebdfbae8f6e149c1817,52461
W2982418982,10.1088/1748-9326/ab5268,Maize yield and nitrate loss prediction with machine learning algorithms,2019,Environmental Research Letters,abstract_only,openalex,2026-07-02T20:59:31Z,https://openalex.org/W2982418982,2891290026aa65a440d213edeab4303566854728c0edfe308c082269d69b5d11,2145
W4200326382,10.1038/s41598-021-03458-7,Detection and characterization of small-sized microplastics (≥ 5 µm) in milk products,2021,Scientific Reports,fulltext,europepmc,2026-07-02T20:59:31Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8674347/fullTextXML,8ba3b4e18b1c926c86238fcbfee2c2dcdb7a1d79661e05f6790641de3b4f2921,63433
W3000363797,10.1021/acs.est.9b06046,Incorporating Low-Cost Sensor Measurements into High-Resolution PM <sub>2.5</sub> Modeling at a Large Spatial Scale,2020,Environmental Science & Technology,abstract_only,openalex,2026-07-02T20:59:31Z,https://openalex.org/W3000363797,c9fe71bbd33bbdf7fde2c95696e761ae7ca3f9142eb03e980713d2c7d96fb92d,1367
W3028476056,10.1111/ejss.12998,Machine learning in space and time for modelling soil organic carbon change,2020,European Journal of Soil Science,abstract_only,openalex,2026-07-02T20:59:31Z,https://openalex.org/W3028476056,de0648f86c3f05e722b78f77e3e5f88662fb32d7fb53bf41b5a82996aff55dfd,2522
W2322754609,10.1186/s12859-016-0995-8,Do little interactions get lost in dark random forests?,2016,BMC Bioinformatics,fulltext,europepmc,2026-07-02T20:59:32Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4815164/fullTextXML,e1ec730f91e39a2c56bd9ec61a708e5e501f4ed0665496fabb3c33c2ad329647,44803
W2969545547,10.1111/gcb.14804,Extensive land cover change across Arctic–Boreal Northwestern North America from disturbance and climate forcing,2019,Global Change Biology,abstract_only,openalex,2026-07-02T20:59:32Z,https://openalex.org/W2969545547,99fea32395d29e6baf5c5b48bee085386e94d18956e4379b426720406f64f89a,1911
W4213450065,10.1038/s41598-022-07176-6,"Gut microbiota and BMI throughout childhood: the role of firmicutes, bacteroidetes, and short-chain fatty acid producers",2022,Scientific Reports,fulltext,europepmc,2026-07-02T20:59:33Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8873392/fullTextXML,e44876a83def7cf495e1b540ead75c53058c9647e84b1bab443959555bca6a76,66762
W2181164912,10.1007/s11634-016-0276-4,A computationally fast variable importance test for random forests for high-dimensional data,2016,Advances in Data Analysis and Classification,abstract_only,openalex,2026-07-02T20:59:33Z,https://openalex.org/W2181164912,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W4386881172,10.1038/s41586-023-06398-6,Global population exposure to landscape fire air pollution from 2000 to 2019,2023,Nature,fulltext,europepmc,2026-07-02T20:59:33Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10511322/fullTextXML,3e75e72d2284c055fbb13a7f8a8c98245fcc7dc5dfc75a9ddaca59718cb2ff2c,101824
W3174273655,10.1038/s41598-021-92725-8,"Lung adenocarcinoma and lung squamous cell carcinoma cancer classification, biomarker identification, and gene expression analysis using overlapping feature selection methods",2021,Scientific Reports,fulltext,europepmc,2026-07-02T20:59:34Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8233431/fullTextXML,4b8ff725dd9256970d70ddaae4c0e925a3e563be38d12d30eb5db2a7e4412119,54621
W3126087996,10.3390/rs13030368,Effects of Training Set Size on Supervised Machine-Learning Land-Cover Classification of Large-Area High-Resolution Remotely Sensed Data,2021,Remote Sensing,abstract_only,openalex,2026-07-02T20:59:34Z,https://openalex.org/W3126087996,2e4c5fa43c95c1206da2214f3c812d1a71caae196ec89503302cca35c3695975,2839
W4211154227,10.1111/nph.18031,Plant sizes and shapes above and belowground and their interactions with climate,2022,New Phytologist,fulltext,europepmc,2026-07-02T20:59:35Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9311740/fullTextXML,9b176128fb69b05111e6b29e219f00acd3d97230c6ef25f599fae2f49c1870ce,158741
W2794772181,10.7717/peerj.5457,Global mapping of potential natural vegetation: an assessment of machine learning algorithms for estimating land potential,2018,PeerJ,fulltext,europepmc,2026-07-02T20:59:35Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6109375/fullTextXML,b0f7a2114d7e2ef47de9e3184a07c2004e18b9b4c6f82172fe3f41407320e683,88479
W3020943814,10.1016/j.advwatres.2020.103595,Multiscale groundwater level forecasting: Coupling new machine learning approaches with wavelet transforms,2020,Advances in Water Resources,abstract_only,openalex,2026-07-02T20:59:35Z,https://openalex.org/W3020943814,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W3089027435,10.1038/s41597-020-00653-5,Global terrestrial carbon fluxes of 1999–2019 estimated by upscaling eddy covariance data with a random forest,2020,Scientific Data,fulltext,europepmc,2026-07-02T20:59:36Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7518252/fullTextXML,757070fdf6385c701eb2b61d099a8af0460877d52c401bf9cd7b177eda963f26,36029
W3133381154,10.1093/nar/gkab064,Bacteria have numerous distinctive groups of phage–plasmids with conserved phage and variable plasmid gene repertoires,2021,Nucleic Acids Research,fulltext,europepmc,2026-07-02T20:59:37Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7969092/fullTextXML,b28531c43971950d241dc129803eb8e5ec4c1becc0420b69afcea75cdd4ab5e7,88320
W4289637285,10.1126/sciadv.abp9908,The global distribution of known and undiscovered ant biodiversity,2022,Science Advances,fulltext,europepmc,2026-07-02T20:59:37Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9348798/fullTextXML,f88a607ff1fe44c9ee2d43335bddcc5d3396a51ac21ef58a3d53c92681855ee5,101451
W4308987459,10.1111/nph.18533,Global models and predictions of plant diversity based on advanced machine learning techniques,2022,New Phytologist,abstract_only,openalex,2026-07-02T20:59:37Z,https://openalex.org/W4308987459,c83c5d1480f5b67630c73c8efb4183f30a421eaa2a833fc3e54ce49c7c3f817d,1528
W3029422813,10.1016/j.ejor.2020.05.038,Retail sales forecasting with meta-learning,2020,European Journal of Operational Research,abstract_only,openalex,2026-07-02T20:59:37Z,https://openalex.org/W3029422813,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W3043698154,10.1186/s12859-020-03622-2,Conditional permutation importance revisited,2020,BMC Bioinformatics,fulltext,europepmc,2026-07-02T20:59:38Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7362659/fullTextXML,eac4530d8e34e736d6d2bea50bc97993c170680430ea27b7f476a49f491884bc,125324
W3045747015,10.1038/s41586-020-2023-4,Occupancy maps of 208 chromatin-associated proteins in one human cell type,2020,Nature,fulltext,europepmc,2026-07-02T20:59:38Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7398277/fullTextXML,89417d5ef9fde6c47b78a8736f43da8dec88b1235a519d291e0e4db2be5bd200,106702
W4361982189,10.1109/tpami.2023.3263774,Geometry- and Accuracy-Preserving Random Forest Proximities,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,abstract_only,openalex,2026-07-02T20:59:39Z,https://openalex.org/W4361982189,11f9736b77da4e6fe7e1b42045b2a956ed35366d6147f8aaae8f1dc066b69cda,1257
W3196757689,10.1093/bib/bbab354,Benchmark of filter methods for feature selection in high-dimensional gene expression survival data,2021,Briefings in Bioinformatics,fulltext,europepmc,2026-07-02T20:59:39Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8769710/fullTextXML,3e6504aa4b8f5f44be7d79bf5c81cbaf66d997f009f58c3d6c2059ef6cf9a444,68820
W2969945713,10.1016/j.geoderma.2019.113913,Sampling design optimization for soil mapping with random forest,2019,Geoderma,abstract_only,openalex,2026-07-02T20:59:39Z,https://openalex.org/W2969945713,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W2884303974,10.1111/1755-0998.12926,Supervised machine learning outperforms taxonomy‐based environmental <scp>DNA</scp> metabarcoding applied to biomonitoring,2018,Molecular Ecology Resources,abstract_only,openalex,2026-07-02T20:59:39Z,https://openalex.org/W2884303974,16c888331f0f925ed2c02aa9aefba4c0501bcf0e18002aace8424a46df8e2bbf,1488
W3137588420,10.1038/s41588-021-00819-w,A first-generation pediatric cancer dependency map,2021,Nature Genetics,fulltext,europepmc,2026-07-02T20:59:40Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8049517/fullTextXML,fbff6f31e2d985c60d4c9241c3809465b9842556bca242add707e8f355a37edf,100865
W3157926142,10.1111/gcb.15661,Identifying dominant environmental predictors of freshwater wetland methane fluxes across diurnal to seasonal time scales,2021,Global Change Biology,abstract_only,openalex,2026-07-02T20:59:40Z,https://openalex.org/W3157926142,2a85bda0990dd8aa408b983fabbe5efcd1632f1c71f684b2071c7e2984131ac2,2102
W2801493073,10.1016/j.scitotenv.2018.03.324,Spatiotemporal land use random forest model for estimating metropolitan NO2 exposure in Japan,2018,The Science of The Total Environment,abstract_only,openalex,2026-07-02T20:59:40Z,https://openalex.org/W2801493073,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W2784703621,10.1016/j.soard.2017.12.011,Is laparoscopic sleeve gastrectomy safer than laparoscopic gastric bypass? a comparison of 30-day complications using the MBSAQIP data registry,2018,Surgery for Obesity and Related Diseases,abstract_only,openalex,2026-07-02T20:59:40Z,https://openalex.org/W2784703621,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W2804995754,10.1038/s41598-018-20438-6,Pattern recognition with machine learning on optical microscopy images of typical metallurgical microstructures,2018,Scientific Reports,fulltext,europepmc,2026-07-02T20:59:41Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5794901/fullTextXML,abd73fc44d62f8d13e31fe724ae4ebb20fbc8b8cce306bd778391f3228ab6e01,35201
W3098772815,,Machine learning algorithms to infer trait-matching and predict species interactions in ecological networks,2020,University of Regensburg Publication Server (University of Regensburg),abstract_only,openalex,2026-07-02T20:59:41Z,https://openalex.org/W3098772815,ca105b76601303dc425148e5903aad1ab87a675d6361672038e4a1a560b29bb6,1949
W3008397052,10.1016/j.enconman.2020.112582,Reliable solar irradiance prediction using ensemble learning-based models: A comparative study,2020,Energy Conversion and Management,abstract_only,openalex,2026-07-02T20:59:41Z,https://openalex.org/W3008397052,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W2935817263,10.1515/cllt-2018-0078,On classification trees and random forests in corpus linguistics: Some words of caution and suggestions for improvement,2019,Corpus Linguistics and Linguistic Theory,abstract_only,openalex,2026-07-02T20:59:41Z,https://openalex.org/W2935817263,cbcd0dfc5d321205075db27ce4d701fcde00b58d90a6a64c42c49797a5d7375d,398
W3142848995,10.1007/s00180-022-01207-6,Regularized target encoding outperforms traditional methods in supervised machine learning with high cardinality features,2022,Computational Statistics,abstract_only,openalex,2026-07-02T20:59:42Z,https://openalex.org/W3142848995,66b246c72af05d949b7411cff46d92f6165f51ba2ae14e5efbaaa3a5546be22a,1413
W3028083463,10.1093/bib/bbaa232,Computational strategies to combat COVID-19: useful tools to accelerate SARS-CoV-2 and coronavirus research,2020,Briefings in Bioinformatics,fulltext,europepmc,2026-07-02T20:59:42Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7665365/fullTextXML,79da9713df82c0843fe66c0f8518c4e13297fe5329259701cc85cce43cd71f65,110859
W4282920696,10.1126/scitranslmed.abk0855,Risk assessment with gut microbiome and metabolite markers in NAFLD development,2022,Science Translational Medicine,abstract_only,openalex,2026-07-02T20:59:44Z,https://openalex.org/W4282920696,e0e61d6f1576eef3c1726e4973c0c937a462df9659067ffd48d8bb6c78fa28a3,1444
W2957116182,10.1371/journal.pone.0219774,Predicting drug activity against cancer cells by random forest models based on minimal genomic information and chemical properties,2019,PLoS ONE,fulltext,europepmc,2026-07-02T20:59:44Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6622537/fullTextXML,f116fe3f24e3a42207d53e47485f6f5d167bc8316bd1fc00a0803f2077a56a38,64528
W3037651932,10.3390/s20123572,Passive Sensing of Prediction of Moment-To-Moment Depressed Mood among Undergraduates with Clinical Levels of Depression Sample Using Smartphones,2020,Sensors,fulltext,europepmc,2026-07-02T20:59:45Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7349045/fullTextXML,f988dd617fb10822edfbc6fe83d56dc3549bdf376453d208b3d55191fb083198,50291
W4289914010,10.1016/j.rse.2022.113180,"Non-destructive estimation of individual tree biomass: Allometric models, terrestrial and UAV laser scanning",2022,Remote Sensing of Environment,abstract_only,openalex,2026-07-02T20:59:45Z,https://openalex.org/W4289914010,3f8f081124c42b97f5453021b9f3f4f9ae549535318b8835eb50db6e11624341,2836
W2767801680,10.1016/j.geoderma.2017.10.018,Open digital mapping as a cost-effective method for mapping peat thickness and assessing the carbon stock of tropical peatlands,2017,Geoderma,abstract_only,openalex,2026-07-02T20:59:45Z,https://openalex.org/W2767801680,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W2972609102,10.1007/s00521-020-05172-3,Super ensemble learning for daily streamflow forecasting: large-scale demonstration and comparison with multiple machine learning algorithms,2020,Neural Computing and Applications,abstract_only,openalex,2026-07-02T20:59:45Z,https://openalex.org/W2972609102,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W3108883807,10.1186/s12920-020-00826-6,A random forest based biomarker discovery and power analysis framework for diagnostics research,2020,BMC Medical Genomics,fulltext,europepmc,2026-07-02T20:59:46Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7685541/fullTextXML,33d7b3bf24f7b5f8ef5bd39f024da03bc99764085bda65054e49b16b15be35bc,68697
W2936724417,10.1016/j.rse.2019.03.026,Satellite-based vegetation optical depth as an indicator of drought-driven tree mortality,2019,Remote Sensing of Environment,abstract_only,openalex,2026-07-02T20:59:46Z,https://openalex.org/W2936724417,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W3173126360,10.1016/j.patter.2021.100274,RaFAH: Host prediction for viruses of Bacteria and Archaea based on protein content,2021,Patterns,fulltext,europepmc,2026-07-02T20:59:47Z,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8276007/fullTextXML,09fe6ee1eea3354ee9b4b47d7756bc809084a0d1c28b984b8db90a533bd39612,61328
W3119812228,10.1016/j.erss.2020.101883,"Why hate carbon taxes? Machine learning evidence on the roles of personal responsibility, trust, revenue recycling, and other factors across 23 European countries",2021,Energy Research & Social Science,abstract_only,openalex,2026-07-02T20:59:47Z,https://openalex.org/W3119812228,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
W4210969001,10.1016/j.rse.2022.112917,A comprehensive framework for assessing the accuracy and uncertainty of global above-ground biomass maps,2022,Remote Sensing of Environment,abstract_only,openalex,2026-07-02T20:59:47Z,https://openalex.org/W4210969001,89693c5359f0787e65cb9d4b00c518907c3585a9afc7e99d5b88782bea5fedb7,2375
